name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost_for_two,meal_type,city
Biggies Burger 'n' More,Yes,No,3.9,176,Electronic City,Quick Bites,"Burgers, Chicken Bbq Burger, Mojito, French Fries, Hot Dog, Lamb Burger, Paneer Burger","Cafe, Burger, Beverages",650,Delivery,Electronic City
Vov Shawarma,Yes,No,3.2,6,Electronic City,Quick Bites,Unknown,Fast Food,200,Delivery,Electronic City
7 Shanghai,Yes,No,3.5,18,Electronic City,Quick Bites,Unknown,Chinese,250,Delivery,Electronic City
Annapurna Andhra Hotel,Yes,No,3.3,5,Electronic City,Quick Bites,Unknown,"Mughlai, Chinese, North Indian",400,Delivery,Electronic City
Hotel Avakay,Yes,No,3.6,27,Electronic City,Casual Dining,Unknown,"Andhra, North Indian, Chinese, Biryani",550,Delivery,Electronic City
BIB - Breakfast in the Box,Yes,No,3.9,56,Electronic City,Quick Bites,"Chicken Burger, Corn Sandwich, French Fries, Veg Burger","American, Sandwich",600,Delivery,Electronic City
Chivi's Meilleurs Boulangers,Yes,No,3.4,12,Electronic City,Quick Bites,Unknown,"South Indian, Bakery, Fast Food",300,Delivery,Electronic City
Mr. Meetharam,Yes,No,3.3,7,Electronic City,Quick Bites,Unknown,"Mithai, Street Food",150,Delivery,Electronic City
King's Appetite,Yes,No,3.7,45,Electronic City,"Food Court, Quick Bites",Prompt Service,"North Indian, Chinese",500,Delivery,Electronic City
Thanco's Natural Ice Creams,Yes,No,3.7,54,Electronic City,Dessert Parlor,Belgian Chocolate,"Ice Cream, Desserts",450,Delivery,Electronic City
Cakes Wagon,Yes,No,3.4,36,Electronic City,Bakery,Unknown,"Bakery, Desserts",600,Delivery,Electronic City
Cake Menu,Yes,No,3.3,23,Electronic City,Bakery,Unknown,Bakery,400,Delivery,Electronic City
A2B - Adyar Ananda Bhavan,Yes,No,3.1,352,Electronic City,Casual Dining,"Chaat, Masala Dosa, Filter Coffee, Pav Bhaji, Curd Rice, Vada, Idli","South Indian, North Indian, Chinese, Street Food, Fast Food",400,Delivery,Electronic City
Pot Biryani,Yes,No,2.8,297,Electronic City,Quick Bites,"Pot Biryani, Paneer Biryani, Tandoori Chicken, Chicken Chettinad, Egg Biryani, Chicken Dum Biryani, Kulcha","North Indian, Chinese, Biryani, Seafood",600,Delivery,Electronic City
OrganicFeast,Yes,No,2.9,45,Electronic City,Quick Bites,Unknown,"North Indian, Chinese, Healthy Food",400,Delivery,Electronic City
Manasa Andhra Style Multi Cuisine Restaurant,No,No,3.6,70,Electronic City,Casual Dining,Unknown,"North Indian, South Indian, Chinese, Andhra, Biryani",800,Delivery,Electronic City
Akkad Bakkad,Yes,Yes,3.9,72,Electronic City,Casual Dining,"Bhuna Chicken, Mutton Biryani, Paratha","North Indian, Chinese",600,Delivery,Electronic City
Meat and Eat,Yes,No,3.4,19,Electronic City,Quick Bites,Unknown,"Fast Food, Burger",500,Delivery,Electronic City
The Chocolate Room,Yes,No,2.8,43,Electronic City,Cafe,Unknown,"Cafe, Beverages",600,Delivery,Electronic City
Hotel Shruthi,Yes,No,3.5,13,Electronic City,Quick Bites,Unknown,"North Indian, Biryani",200,Delivery,Electronic City
Crumbz Crunches,Yes,No,3.1,44,Electronic City,Quick Bites,Unknown,"North Indian, Chinese",450,Delivery,Electronic City
Mumbai Kulfi,Yes,No,3.7,61,Electronic City,Dessert Parlor,Unknown,"Ice Cream, Desserts",100,Delivery,Electronic City
Sky Lounge Bar - Svenska Design Hotel,Yes,Yes,4.0,537,Electronic City,"Bar, Casual Dining","Cocktails, Biryani, Noodles, Beer, Garlic Bread, Tea, Pizza","North Indian, Pizza, Asian, Italian",1500,Delivery,Electronic City
Foodie Nation,Yes,Yes,3.5,89,Electronic City,Casual Dining,Unknown,"North Indian, Chinese, Arabian",1000,Delivery,Electronic City
Gilly's Restobar,No,Yes,4.3,1249,Electronic City,"Pub, Casual Dining","Cocktails, Biryani, Roti, Beer, Chilli Pork, Pizza, Potato Wedges","Continental, North Indian, Chinese, Salad",1200,Delivery,Electronic City
Spicy Tandoor,Yes,No,2.7,39,Electronic City,"Takeaway, Delivery",Unknown,"North Indian, Chinese, Kebab, Mughlai",400,Delivery,Electronic City
Messy's,Yes,No,3.8,108,Electronic City,Quick Bites,"Pizza, Sandwiches, Burgers, Chaat, Panipuri",Fast Food,400,Delivery,Electronic City
Entree cafe,Yes,No,3.7,56,Electronic City,"Cafe, Bakery","Coffee, Burgers, French Fries","Cafe, Bakery, Desserts",400,Delivery,Electronic City
Rayalaseema Ruchulu SR,Yes,No,3.2,9,Electronic City,"Takeaway, Delivery",Unknown,"Andhra, South Indian",300,Delivery,Electronic City
Andhra Biryani & Curries,Yes,No,3.1,4,Electronic City,Quick Bites,Unknown,"North Indian, South Indian, Chinese, Andhra, Biryani",400,Delivery,Electronic City
Reddy's Hyderabadi Biryani,Yes,No,2.7,76,Electronic City,"Takeaway, Delivery",Unknown,"Chinese, North Indian, South Indian, Biryani, Andhra",500,Delivery,Electronic City
Juicy,Yes,No,3.9,37,Electronic City,"Beverage Shop, Quick Bites",Unknown,"Beverages, Juices, Fast Food",200,Delivery,Electronic City
Flying Cakes,Yes,No,3.1,127,Electronic City,Bakery,"Chocochip Cake, Butterscotch Cake","Bakery, Desserts",500,Delivery,Electronic City
Manasa Cool Cafe,Yes,No,3.2,7,Electronic City,Cafe,Unknown,"Fast Food, Juices, Cafe, Desserts",300,Delivery,Electronic City
Godavari Delights,Yes,No,3.0,11,Electronic City,Casual Dining,Unknown,South Indian,400,Delivery,Electronic City
Domino's Pizza,Yes,No,2.7,477,Electronic City,Quick Bites,"Garlic Bread, Thin Crust Pizza, Pizza Burger","Pizza, Fast Food",400,Delivery,Electronic City
Royal Iceberry,Yes,No,3.4,5,Electronic City,Dessert Parlor,Unknown,Desserts,200,Delivery,Electronic City
Biryani Darbar,Yes,No,3.3,12,Electronic City,Casual Dining,Unknown,"Biryani, Chinese",600,Delivery,Electronic City
Petoo,Yes,No,3.6,55,Electronic City,Food Court,"Biryani, Chaat","North Indian, Fast Food, Street Food",400,Delivery,Electronic City
Just Cakes,Yes,No,3.4,22,Electronic City,Bakery,Unknown,Bakery,350,Delivery,Electronic City
Andhra Amigos,Yes,No,3.6,81,Electronic City,Casual Dining,Unknown,"Andhra, North Indian, Biryani",350,Delivery,Electronic City
Kritunga Restaurant,No,Yes,3.8,473,Electronic City,Casual Dining,"Brain Fry, Mutton Biryani, Bamboo Chicken, Chicken Biryani, Mutton Curry, Kulcha, Butter Naan","Andhra, Biryani, North Indian, Chinese",650,Delivery,Electronic City
McDonald's,Yes,No,3.3,5,Bommanahalli,Quick Bites,Unknown,"Burger, Fast Food",500,Delivery,Electronic City
Uma Ki Rasoi,Yes,No,3.9,40,Electronic City,Quick Bites,Unknown,North Indian,250,Delivery,Electronic City
Chick Blast,No,No,3.3,6,Electronic City,Quick Bites,Unknown,Fast Food,400,Delivery,Electronic City
Sankalp Reddy Restaurant,Yes,No,3.9,33,Electronic City,Quick Bites,Unknown,"South Indian, Andhra, Biryani",300,Delivery,Electronic City
Millennium Plaza,Yes,No,3.4,19,Electronic City,Casual Dining,Unknown,North Indian,700,Delivery,Electronic City
Sitara Veg Restaurant,Yes,No,3.9,417,Electronic City,Quick Bites,"Masala Dosa, Chaat, Vada, Sandwiches, Filter Coffee","South Indian, North Indian, Chinese",400,Delivery,Electronic City
Lassi Corner,Yes,No,3.7,28,Electronic City,Beverage Shop,Unknown,"Beverages, Sandwich",150,Delivery,Electronic City
Sweet Chariot,Yes,No,3.0,60,Electronic City,Dessert Parlor,"Coffee, Mousse Cup","Bakery, Fast Food",500,Delivery,Electronic City
Seasons,Yes,No,2.9,380,Electronic City,Casual Dining,"Chilli Prawns, Barbeque Chicken, Vegetarian, Shawarma, Noodles, Roti, Mutton Biryani","North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",1000,Delivery,Electronic City
Cedar Bar & Dive - Hotel Presidency,Yes,No,3.8,49,Electronic City,Bar,Rooftop Ambience,"North Indian, Thai, Chinese, Continental",1200,Delivery,Electronic City
Juicemaker,No,No,3.9,31,Electronic City,Beverage Shop,Unknown,"Beverages, Fast Food",400,Delivery,Electronic City
Cuppa,Yes,No,3.0,119,Electronic City,Cafe,"French Fries, Veg Burger, Pancakes, English Breakfast, Omelette","Cafe, Fast Food, Continental",700,Delivery,Electronic City
Just Bake,Yes,No,3.2,14,Electronic City,"Bakery, Quick Bites",Unknown,"Bakery, Desserts",400,Delivery,Electronic City
Vinaya Royal Inn,Yes,No,3.1,5,Electronic City,Casual Dining,Unknown,"North Indian, Chinese",500,Delivery,Electronic City
Bamboo Shades,Yes,No,2.8,48,Electronic City,Casual Dining,Unknown,"Charcoal Chicken, Chinese, North Indian, Juices, Desserts, Seafood, South Indian",1000,Delivery,Electronic City
Tap House Resto Bar,Yes,Yes,3.4,184,Electronic City,"Casual Dining, Bar",Masala Papad,"Chinese, North Indian, Thai",900,Delivery,Electronic City
Kabab Souq,No,No,3.4,7,Electronic City,Quick Bites,Unknown,"North Indian, Chinese",400,Delivery,Electronic City
French Bake House,Yes,No,3.7,91,Electronic City,Bakery,Unknown,"Bakery, French, Fast Food",200,Delivery,Electronic City
Apsara Ice Cream,No,No,4.0,67,Electronic City,Dessert Parlor,"Panipuri, Cheesecake, Guava Ice Cream, Almond Ice Cream","Ice Cream, Desserts",200,Delivery,Electronic City
Mesa Deli - Svenska Design Hotel,Yes,Yes,3.2,9,Electronic City,Casual Dining,Unknown,"North Indian, Italian",600,Delivery,Electronic City
Indian Kitchen - Hotel Presidency,Yes,No,3.0,8,Electronic City,Casual Dining,Unknown,"Fast Food, North Indian, Finger Food",1000,Delivery,Electronic City
Salt N Pepper,No,No,3.6,74,Electronic City,Casual Dining,Fish Fry,"North Indian, Chinese",500,Delivery,Electronic City
Punjab Calling,Yes,No,3.7,10,Electronic City,Quick Bites,Unknown,North Indian,400,Delivery,Electronic City
Hanchi Thinnuva,Yes,No,3.5,17,Electronic City,Quick Bites,Unknown,South Indian,300,Delivery,Electronic City
Venadu Restaurant,No,No,3.4,7,Electronic City,Casual Dining,Unknown,Kerala,700,Delivery,Electronic City
Chill Out Cafe,No,No,3.5,11,Electronic City,Quick Bites,Unknown,"North Indian, Chinese",350,Delivery,Electronic City
Trisha's Kitchen,Yes,No,3.2,4,Electronic City,"Takeaway, Delivery",Unknown,"North Indian, Chinese",300,Delivery,Electronic City
Nandanam Family Restaurant,No,No,3.3,4,Electronic City,Quick Bites,Unknown,"Kerala, Chinese",400,Delivery,Electronic City
Food Point Family Restauarant,Yes,No,3.3,6,Electronic City,Casual Dining,Unknown,"North Indian, Chinese, Mughlai",700,Delivery,Electronic City
Soul Curry Restaurant,No,No,3.6,18,Electronic City,"Casual Dining, Bar",Unknown,"Andhra, Chinese, North Indian, Biryani",600,Delivery,Electronic City
Time Traveller - Sai Vishram,Yes,No,4.2,882,Electronic City,Casual Dining,"Salads, Veg Buffet, Dahi Vada, Pasta, Vegetarian, Halwa, Noodles","Continental, North Indian, South Indian, Chinese",1100,Delivery,Electronic City
Ragi Nadu,No,No,3.5,13,Electronic City,Quick Bites,Unknown,"South Indian, Biryani, Chinese",450,Delivery,Electronic City
Rolls On Wheels,No,No,2.7,23,Electronic City,Quick Bites,Unknown,"Fast Food, Rolls, Momos",300,Delivery,Electronic City
Mesa Lounge Bar - Svenska Design Hotel,No,Yes,3.5,49,Electronic City,Lounge,Unknown,"North Indian, Pizza, Asian, Italian",1500,Delivery,Electronic City
Pulla Reddy Sweets,No,No,3.0,22,Electronic City,Dessert Parlor,Unknown,Mithai,250,Delivery,Electronic City
Food 4 U,No,No,3.6,34,Electronic City,Quick Bites,Unknown,North Indian,400,Delivery,Electronic City
The Hungry,Yes,No,3.6,20,Electronic City,Quick Bites,Unknown,"Fast Food, Chinese",400,Delivery,Electronic City
Green Family Bar & Restaurant,No,No,3.0,57,Electronic City,Casual Dining,"Tandoori Chicken, Biryani, Masala Papad","North Indian, Chinese, Andhra",1000,Delivery,Electronic City
Chinmayee's,No,No,3.1,83,Electronic City,Casual Dining,"Chicken Lollipop, Chilli Chicken","North Indian, Chinese",700,Delivery,Electronic City
Tellimagic Restaurant,Yes,No,3.5,12,Electronic City,Quick Bites,Unknown,"North Indian, South Indian, Chinese",400,Delivery,Electronic City
SFC Kabab Corner,No,No,3.6,14,Electronic City,Quick Bites,Unknown,"Chinese, Andhra",350,Delivery,Electronic City
Royal Chowpatty,No,No,3.7,14,Electronic City,Quick Bites,Unknown,Street Food,100,Delivery,Electronic City
New Aastha,Yes,No,3.6,34,Electronic City,Quick Bites,Unknown,"North Indian, Chinese",250,Delivery,Electronic City
Food Club Restaurant,No,No,3.7,45,Electronic City,Casual Dining,Unknown,"North Indian, Chinese",500,Delivery,Electronic City
Bhojanam Restaurant,No,No,3.6,196,Electronic City,Casual Dining,"Biryani, Veg Thali, Chicken Tikka, Tandoori Roti, Buttermilk","Andhra, Biryani",600,Delivery,Electronic City
Ruchie Rich,No,No,3.5,134,Electronic City,Quick Bites,Unknown,"Biryani, Fast Food, North Indian",200,Delivery,Electronic City
RK Garden Family Restaurant,No,No,3.5,17,Electronic City,Casual Dining,Unknown,"Andhra, Chinese, North Indian, South Indian",600,Delivery,Electronic City
The Dining Table - Sahar Pavillion,No,Yes,3.7,74,Electronic City,"Casual Dining, Bar","Biryani, Salads, Pasta, Cheese Balls","Chinese, Continental, North Indian, Pizza, South Indian",1500,Delivery,Electronic City
Vijayawadawari Sandhya Andhra Mess,Yes,No,3.4,10,Electronic City,Quick Bites,Unknown,"North Indian, Biryani, South Indian",400,Delivery,Electronic City
Eden Huts Dhaba,No,No,3.6,33,Electronic City,Casual Dining,Unknown,"Chinese, North Indian",500,Delivery,Electronic City
Samrudhi,No,No,2.9,18,Electronic City,Casual Dining,Unknown,"Andhra, Chinese, North Indian",450,Delivery,Electronic City
Hotel Food Zone,No,No,3.3,9,Electronic City,Quick Bites,Unknown,"North Indian, Chinese",350,Delivery,Electronic City
Magic Oven,No,No,4.0,134,Electronic City,"Cafe, Dessert Parlor","Sandwiches, Burgers, Coffee, Ginger Tea, Red Velvet, Chicken Penne, White Sauce Pasta","Cafe, Desserts",400,Delivery,Electronic City
NMR Multicuisine Restaurant,Yes,No,3.6,9,Electronic City,Casual Dining,Unknown,"North Indian, Chinese, Arabian, Juices",550,Delivery,Electronic City
Oasis Restaurant,No,No,2.9,28,Electronic City,Casual Dining,Unknown,"North Indian, Chinese, Kebab",550,Delivery,Electronic City
Swad,No,No,3.7,38,Electronic City,Casual Dining,Malai Kofta,"North Indian, Chinese",500,Delivery,Electronic City
Salt And Spice,No,No,3.2,77,Electronic City,Quick Bites,Unknown,"North Indian, Kerala",450,Delivery,Electronic City
The Hungry Shark Cafe,No,No,3.9,117,Electronic City,Cafe,"Nachos, Noodles, Burgers, Tea, Fries, Pasta, Chicken Burger","Cafe, Continental, Beverages",700,Delivery,Electronic City
Bawarchi,No,No,3.0,29,Electronic City,Quick Bites,Unknown,"North Indian, Chinese",400,Delivery,Electronic City
Kinara Family Restaurant,No,No,3.5,11,Electronic City,Casual Dining,Unknown,"South Indian, North Indian, Chinese",600,Delivery,Electronic City
Food Planet,No,No,3.1,5,Electronic City,Quick Bites,Unknown,"North Indian, Chinese, Kerala",400,Delivery,Electronic City
Bachelor's Special Biriyani,No,No,3.3,6,Electronic City,Quick Bites,Unknown,"Biryani, North Indian, South Indian",250,Delivery,Electronic City
E Foods Regalia,No,No,3.1,11,Electronic City,Quick Bites,Unknown,"South Indian, Chinese",550,Delivery,Electronic City
Malabar Restaurant,No,No,3.6,19,Electronic City,Quick Bites,Unknown,"Kerala, Fast Food, Beverages",400,Delivery,Electronic City
Andhra Chettinad Cuisine,No,No,3.6,24,Electronic City,Quick Bites,Unknown,"Andhra, South Indian, Chettinad",250,Delivery,Electronic City
Varenyam,No,No,3.7,56,Electronic City,Casual Dining,"Filter Coffee, Dal Tadka","South Indian, North Indian",500,Delivery,Electronic City
Cake Dilim,No,No,3.2,6,Electronic City,Bakery,Unknown,"Bakery, Desserts",400,Delivery,Electronic City
VMS Star Biriyani,No,No,3.1,5,Electronic City,Quick Bites,Unknown,"Biryani, South Indian",350,Delivery,Electronic City
MBR Dum Biryani County,No,No,3.5,24,Electronic City,Quick Bites,Unknown,"Biryani, North Indian",150,Delivery,Electronic City
Desi Breakk,No,No,3.6,29,Electronic City,Quick Bites,Unknown,North Indian,150,Delivery,Electronic City
Bengaluru Restaurant,No,No,3.1,22,Electronic City,Casual Dining,Unknown,"North Indian, South Indian",1500,Delivery,Electronic City
S R Andhra Mess,No,No,3.3,16,Electronic City,Mess,Unknown,Andhra,200,Delivery,Electronic City
Shiv Shankar Hotel,No,No,3.5,10,Electronic City,Quick Bites,Unknown,"North Indian, Chinese",350,Delivery,Electronic City
Gourmet,No,No,3.5,12,Electronic City,Casual Dining,Unknown,"North Indian, Chinese, Continental, South Indian",800,Delivery,Electronic City
NightOwl,No,No,2.7,31,Electronic City,"Takeaway, Delivery",Unknown,North Indian,400,Delivery,Electronic City
Big Apple Restaurant,No,No,3.2,4,Electronic City,Quick Bites,Unknown,"North Indian, Chinese, Pizza, Burger",300,Delivery,Electronic City
Hotel The Nalanda,No,No,3.2,4,Electronic City,Casual Dining,Unknown,"North Indian, South Indian",700,Delivery,Electronic City
Pepper Pillar,No,No,3.4,11,Electronic City,Casual Dining,Unknown,South Indian,700,Delivery,Electronic City
Hotel A-1,No,No,3.3,5,Electronic City,Quick Bites,Unknown,"North Indian, Chinese",300,Delivery,Electronic City
Andhra Mess,No,No,3.4,8,Electronic City,Mess,Unknown,South Indian,200,Delivery,Electronic City
Vasu Biriyani Paradise,No,No,3.1,6,Electronic City,Quick Bites,Unknown,"North Indian, Biryani, Chinese",350,Delivery,Electronic City
Dilli 6,No,No,3.2,26,Electronic City,Casual Dining,Unknown,"North Indian, Chinese",450,Delivery,Electronic City
Yum Kitchen,No,No,2.8,29,Electronic City,"Takeaway, Delivery",Unknown,"North Indian, Chinese",600,Delivery,Electronic City
MK Dabbawala,No,No,3.2,17,Electronic City,Delivery,Unknown,North Indian,400,Delivery,Electronic City
The Magic Chef,No,No,3.7,28,Electronic City,Quick Bites,Unknown,"North Indian, Chinese",300,Delivery,Electronic City
Satkar,No,No,3.6,22,Electronic City,Quick Bites,Unknown,"Chinese, North Indian",350,Delivery,Electronic City
Sandesh Sweets & Chats,No,No,2.9,126,Electronic City,Quick Bites,"Chaat, Rasmalai, Samosa, Pav Bhaji, Raj Kachori","South Indian, Street Food, Beverages",350,Delivery,Electronic City
NH7 Resto Pub,No,No,3.3,6,Electronic City,"Casual Dining, Pub",Unknown,"Andhra, Chinese, Continental",1400,Delivery,Electronic City
Hamara Kozhikode,No,No,3.3,5,Electronic City,Quick Bites,Unknown,"Kerala, Juices",300,Delivery,Electronic City
New Andhra Spice,No,No,3.3,4,Electronic City,"Takeaway, Delivery",Unknown,Andhra,400,Delivery,Electronic City
New Green Leaf Restaurant,No,No,3.6,42,Electronic City,Casual Dining,Unknown,"Kerala, North Indian, Chinese, South Indian",600,Delivery,Electronic City
Bhukkad,No,No,3.3,7,Electronic City,Quick Bites,Unknown,"Healthy Food, Fast Food",250,Delivery,Electronic City
Eatsy,No,No,3.5,12,Electronic City,"Takeaway, Delivery",Unknown,"North Indian, South Indian",300,Delivery,Electronic City
Xpress Kitchen,No,No,3.3,8,Electronic City,"Takeaway, Delivery",Unknown,"North Indian, Chinese",500,Delivery,Electronic City
Chikeys,No,No,3.0,19,Electronic City,Quick Bites,Unknown,"Burger, Fast Food",400,Delivery,Electronic City
Momm's The Kitchen,No,No,3.4,7,Electronic City,Casual Dining,Unknown,"Andhra, South Indian, North Indian, Chinese",500,Delivery,Electronic City
The Three Dragons,No,No,3.3,5,Electronic City,Delivery,Unknown,Chinese,400,Delivery,Electronic City
Zaffron Express,No,No,3.5,8,Electronic City,Casual Dining,Unknown,"North Indian, Chinese, Biryani",550,Delivery,Electronic City
Hungry Kya?,No,No,3.3,8,Electronic City,Quick Bites,Unknown,"North Indian, Chinese",400,Delivery,Electronic City
Hunter's Lounge,No,No,3.1,9,Electronic City,Casual Dining,Unknown,"South Indian, North Indian, Chinese",500,Delivery,Electronic City
Polo Scoops,No,No,3.2,4,Electronic City,Dessert Parlor,Unknown,Desserts,200,Delivery,Electronic City
Green Tree Garden Restaurant,No,No,3.4,6,Electronic City,Casual Dining,Unknown,"Chinese, Hyderabadi, Mughlai, South Indian",500,Delivery,Electronic City
Till The Last Bite,No,No,3.4,7,Electronic City,Quick Bites,Unknown,"North Indian, Chinese",300,Delivery,Electronic City
Sattvic,No,No,3.5,11,Electronic City,Casual Dining,Unknown,"South Indian, North Indian",450,Delivery,Electronic City
Old Stories,No,No,3.7,29,Electronic City,Delivery,Unknown,"Bengali, North Indian, Oriya",600,Delivery,Electronic City
Ham Khim Chinese Fast Food,No,No,3.1,7,Electronic City,Quick Bites,Unknown,Chinese,300,Delivery,Electronic City
